      N,      X,      Y,
      1.00, 462454.76,5027410.35
      2.00, 468423.05,5028244.25
      3.00, 466398.77,5026810.78
      4.00, 469460.32,5026485.37
      5.00, 470697.73,5026840.47
      6.00, 471583.93,5026812.37
      7.00, 473559.49,5027329.66
      8.00, 477272.02,5028147.37
      9.00, 477263.91,5026542.37
     10.00, 478413.09,5024938.19
     11.00, 476207.13,5024940.17
     12.00, 473788.06,5024966.15
     13.00, 478395.49,5023341.90
     14.00, 476307.07,5023248.42
     15.00, 473948.73,5022152.81
     16.00, 473973.42,5019334.55
     17.00, 476472.65,5020388.20
     18.00, 478443.07,5020726.47
     19.00, 477608.19,5017361.30
     20.00, 474383.43,5017323.36
     21.00, 471684.30,5017536.07
     22.00, 472096.37,5020136.99
     23.00, 472227.29,5023545.58
     24.00, 471220.17,5022433.75
     25.00, 470260.85,5024557.76
     26.00, 470117.38,5021403.14
     27.00, 470162.31,5017968.26
     28.00, 468858.03,5017677.80
     29.00, 469178.72,5021002.44
     30.00, 468337.80,5022772.51
     31.00, 465894.31,5024961.26
     32.00, 462038.04,5024790.40
     33.00, 461605.08,5021522.02
     34.00, 465278.77,5021847.74
     35.00, 466092.22,5018066.91
     36.00, 463084.94,5017314.32
     37.00, 461206.92,5018167.94
     38.00, 460649.10,5014451.58
     39.00, 462880.05,5015528.60
     40.00, 466266.31,5015582.60
     41.00, 469070.36,5015545.05
     42.00, 463305.71,5014231.47
     43.00, 460865.97,5012022.96
     44.00, 462467.07,5011912.01
     45.00, 463415.41,5012320.99
     46.00, 464703.00,5012651.16
     47.00, 466457.27,5014100.19
     48.00, 466448.57,5012907.66
     49.00, 467808.83,5013538.35
     50.00, 465900.19,5011307.64
     51.00, 467220.18,5011576.41
     52.00, 468748.27,5011327.69
     53.00, 469033.14,5009715.08
     54.00, 468091.36,5009875.69
     55.00, 467489.95,5008690.31
     56.00, 467013.61,5009905.56
     57.00, 465613.25,5009797.09
     58.00, 463924.93,5010463.86
     59.00, 463966.02,5009686.47
     60.00, 462521.75,5009989.18
     61.00, 461146.86,5010378.25
     62.00, 462115.06,5008990.89
     63.00, 463963.72,5009043.68
     64.00, 465399.78,5008493.37
     65.00, 465214.76,5007613.41
     66.00, 466682.00,5007770.01
     67.00, 467477.19,5007577.03
     68.00, 467363.03,5006312.13
     69.00, 468428.91,5005132.24
     70.00, 469106.94,5005568.77
     71.00, 468473.43,5006587.53
     72.00, 468579.27,5007520.57
     73.00, 469320.09,5007183.80
     74.00, 469776.51,5009282.86
     75.00, 469610.43,5012126.79
     76.00, 468902.86,5014083.79
     77.00, 470420.74,5013697.29
     78.00, 471386.14,5015179.88
     79.00, 472392.72,5014937.37
     80.00, 471448.28,5012385.71
     81.00, 472400.54,5012543.93
     82.00, 471498.05,5009796.07
     83.00, 473311.81,5008290.56
     84.00, 474198.29,5010672.58
     85.00, 473598.39,5012949.35
     86.00, 473595.99,5014910.43
     87.00, 475205.09,5014157.65
     88.00, 476736.09,5014907.95
     89.00, 476800.96,5012940.79
     90.00, 478243.49,5014723.84
     91.00, 478572.09,5012896.88
     92.00, 478424.18,5011775.57
     93.00, 476665.06,5011413.08
     94.00, 478492.55,5010239.58
     95.00, 477021.84,5009824.10
     96.00, 475575.85,5009565.94
     97.00, 469906.21,5007129.60
     98.00, 471040.45,5006884.73
     99.00, 472509.08,5006510.11
    100.00, 473615.87,5006264.29
    101.00, 474519.66,5005671.28
    102.00, 475451.48,5005785.92
    103.00, 475041.77,5006837.51
    104.00, 475274.90,5007205.47
    105.00, 475130.19,5008054.40
    106.00, 476903.54,5008600.93
    107.00, 476932.67,5007925.74
    108.00, 478539.96,5008108.25
    109.00, 477575.71,5006968.23
    110.00, 477521.93,5005699.33
    111.00, 480362.29,5006888.43
    112.00, 480426.35,5008221.16
    113.00, 480357.80,5010244.58
    114.00, 480437.60,5011928.00
    115.00, 480445.59,5013679.36
    116.00, 480321.57,5015440.51
    117.00, 482864.34,5015346.62
    118.00, 483291.29,5013554.30
    119.00, 482835.57,5011538.43
    120.00, 482340.57,5009769.98
    121.00, 482420.88,5008205.48
    122.00, 482388.12,5006877.11
    123.00, 485416.04,5007131.84
    124.00, 484359.03,5008144.91
    125.00, 484154.10,5009388.56
    126.00, 484846.74,5011113.53
    127.00, 486552.02,5013319.41
    128.00, 486804.33,5011081.94
    129.00, 486433.06,5008845.36
    130.00, 488194.43,5009737.97
    131.00, 486429.67,5015132.60
    132.00, 488017.71,5016852.43
    133.00, 485847.84,5017418.79
    134.00, 482592.64,5017286.04
    135.00, 480371.80,5017288.45
    136.00, 480324.51,5020519.39
    137.00, 480333.93,5023349.29
    138.00, 483220.50,5021393.90
    139.00, 486756.68,5020824.26
    140.00, 486631.48,5024604.65
    141.00, 482793.98,5025508.72
    142.00, 480418.21,5025726.68
    143.00, 480553.80,5028159.78
    144.00, 485603.06,5027484.67
    145.00, 490526.12,5027278.43
    146.00, 495210.84,5027369.25
    147.00, 496306.05,5024109.27
    148.00, 492556.59,5024959.04
    149.00, 490014.14,5023656.33
    150.00, 493620.56,5020950.59
    151.00, 493637.68,5016996.58
    152.00, 491203.06,5012921.49
    153.00, 495212.47,5013387.80
    154.00, 497159.05,5012416.14
    155.00, 498068.46,5008436.50
    156.00, 496920.26,5008653.19
    157.00, 495410.87,5008994.09
    158.00, 493891.06,5008025.32
    159.00, 491221.03,5008901.82
    160.00, 494352.24,5005570.55
    161.00, 496247.93,5003470.80
    162.00, 498037.92,5003749.50
    163.00, 497652.14,4998482.48
    164.00, 496406.71,4999291.35
    165.00, 494288.28,4997873.89
    166.00, 493757.47,5000247.29
    167.00, 492645.33,5002405.47
    168.00, 490729.66,4999988.54
    169.00, 491632.93,4997890.27
    170.00, 489237.10,4997638.88
    171.00, 488715.23,4998947.38
    172.00, 487701.47,4997701.00
    173.00, 486414.21,4997417.33
    174.00, 485886.06,4998164.41
    175.00, 486552.57,4999419.68
    176.00, 487846.94,4999539.39
    177.00, 488062.56,5000647.50
    178.00, 489673.10,5001235.27
    179.00, 489730.71,5002611.16
    180.00, 492616.82,5004132.30
    181.00, 491048.28,5004110.88
    182.00, 489590.05,5003991.08
    183.00, 490613.49,5005618.08
    184.00, 487977.53,5003840.70
    185.00, 485031.19,5005642.40
    186.00, 482213.21,5005704.24
    187.00, 480347.56,5005681.63
    188.00, 479811.59,5004179.19
    189.00, 480938.66,5003960.60
    190.00, 482361.96,5004156.20
